;ProductId,RN,price,begintime, endtime, Totalcount, PersonalCount,PersonalDailyCount, saleRate,cashbackRate, SaleBeginTime, SaleEndtime, tag, ItemID1,num1,day1,Accuracy,Damage,KickBack,Weight,FireRate,Ammo,Parts1,Parts2,PaintCnt,Paintid1,Paintid2,Paintid3
426070901,2866,4000,0,0,0,1,0,0,65,0,0,64,2866,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070902,2618,3600,0,0,0,1,0,0,70,0,0,64,2618,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070903,2707,3200,0,0,0,0,0,0,50,0,0,0,2707,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070904,2766,3200,0,0,0,0,0,0,50,0,0,0,2766,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070905,9376,2880,0,0,0,0,0,0,50,0,0,0,9376,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070906,9230,2880,0,0,0,0,0,0,50,0,0,0,9230,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070907,9187,2880,0,0,0,0,0,0,50,0,0,0,9187,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070908,9096,2880,0,0,0,0,0,0,50,0,0,0,9096,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070909,2623,2560,0,0,0,0,0,0,50,0,0,0,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070910,2653,2560,0,0,0,0,0,0,50,0,0,0,2653,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070911,9931,2560,0,0,0,0,0,0,50,0,0,0,9931,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070912,8286,2000,0,0,0,0,0,0,50,0,0,0,8286,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070913,8523,2000,0,0,0,0,0,0,50,0,0,0,8523,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070914,9045,2000,0,0,0,0,0,0,50,0,0,0,9045,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070915,9002,2000,0,0,0,0,0,0,50,0,0,0,9002,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070916,2974,1850,0,0,0,0,0,0,50,0,0,0,2974,2,0,0,0,0,0,0,0,0,0,0,0,0,0
426070917,9664,1500,0,0,0,0,0,0,50,0,0,0,9664,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070918,2974,1460,0,0,0,0,0,0,50,0,0,0,2974,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070919,8133,1460,0,0,0,0,0,0,50,0,0,0,8133,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070920,8351,1460,0,0,0,0,0,0,50,0,0,0,8351,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070921,9666,1380,0,0,0,0,0,0,50,0,0,0,9666,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070922,2681,1360,0,0,0,0,0,0,50,0,0,0,2681,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070923,2683,1360,0,0,0,0,0,0,50,0,0,0,2683,2,0,0,0,0,0,0,0,0,0,0,0,0,0
426070924,7236,1290,0,0,0,0,0,0,35,0,0,0,7236,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070925,9665,1260,0,0,0,0,0,0,35,0,0,0,9665,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070926,9667,1260,0,0,0,0,0,0,35,0,0,0,9667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070927,2841,1260,0,0,0,0,0,0,35,0,0,0,2841,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070928,2683,1260,0,0,0,0,0,0,35,0,0,0,2683,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070929,2682,1260,0,0,0,0,0,0,35,0,0,0,2682,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070930,2764,1260,0,0,0,0,0,0,35,0,0,0,2764,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070931,2975,900,0,0,0,0,0,0,35,0,0,0,2975,5,0,0,0,0,0,0,0,0,0,0,0,0,0
426070932,2705,900,0,0,0,0,0,0,35,0,0,0,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070933,2980,450,0,0,0,0,0,0,35,0,0,0,2980,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070934,2852,450,0,0,0,0,0,0,35,0,0,0,2852,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070935,2794,450,0,0,0,0,0,0,35,0,0,0,2794,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070936,2793,450,0,0,0,0,0,0,35,0,0,0,2793,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070937,2762,450,0,0,0,0,0,0,35,0,0,0,2762,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070938,2842,270,0,0,0,0,0,0,35,0,0,0,2842,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070939,2699,270,0,0,0,0,0,0,35,0,0,0,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070940,2977,270,0,0,0,0,0,0,35,0,0,0,2977,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070941,2973,270,0,0,0,0,0,0,35,0,0,0,2973,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070942,8416,270,0,0,0,0,0,0,35,0,0,0,8416,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070943,8779,270,0,0,0,0,0,0,35,0,0,0,8779,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070944,2781,60,0,0,0,5,0,0,35,0,0,0,2781,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070945,8658,30,0,0,0,0,0,0,35,0,0,0,8658,1,0,0,0,0,0,0,0,0,0,0,0,0,0
